system,target,n,cefr_exact_accuracy,cefr_adjacent_accuracy,cefr_rmse,cefr_weighted_f1,meaningbert_source,meaningbert_reference,mean_revisions
identity,ALL,200,0.5,1.0,0.7071067811865476,0.37996031746031744,1.0,0.37468215883408346,0.0
identity,A2,100,0.94,1.0,0.2449489742783178,0.9690721649484536,1.0,0.3260819110147064,0.0
identity,B1,100,0.06,1.0,0.9695359714832658,0.11320754716981134,1.0,0.4232824066534605,0.0
